Timestamp,Şirket lokasyon,Çalışma türü,Çalışma şekli,Toplam kaç yıllık iş deneyimin var?,Hangi seviyedesin?,Hangi programlama dillerini kullanıyorsun,Ne yapıyorsun?,Aylık ortalama net kaç bin TL alıyorsun?,Cinsiyet
8/2/2024 17:38:34,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript, Python, SQL",Fullstack,51 - 60,
8/2/2024 17:38:52,Türkiye,Tam zamanlı,Remote,9,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/2/2024 17:39:18,Türkiye,Tam zamanlı,Office,4,Mid,Java,Fullstack,51 - 60,
8/2/2024 17:39:21,Yurtdışı TR hub,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 17:39:29,Türkiye,Tam zamanlı,Remote,2,Mid,"JavaScript, Swift",iOS,51 - 60,
8/2/2024 17:39:30,Türkiye,Tam zamanlı,Remote,6,Mid,Java,Backend,101 - 110,
8/2/2024 17:40:04,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,"HTML/CSS, TypeScript, C#, SQL",Fullstack,81 - 90,
8/2/2024 17:41:14,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,SQL,Business Analyst,131 - 140,
8/2/2024 17:41:52,Türkiye,Tam zamanlı,Remote,10,Senior,Swift,iOS,101 - 110,
8/2/2024 17:42:14,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, Java, C#, Python, SQL",Backend,71 - 80,
8/2/2024 17:42:22,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 17:42:38,Türkiye,Tam zamanlı,Hybrid,3,Mid,Hiçbiri,Product Owner,41 - 50,
8/2/2024 17:43:45,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,Hiçbiri,UI/UX Designer,61 - 70,
8/2/2024 17:44:23,Türkiye,Tam zamanlı,Hybrid,4,Mid,"Java, Go, Python, Bash",DevOps,51 - 60,
8/2/2024 17:44:25,Türkiye,Tam zamanlı,Hybrid,7,Senior,"HTML/CSS, JavaScript, C#",Fullstack,81 - 90,
8/2/2024 17:45:32,Türkiye,Tam zamanlı,Remote,10,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,141 - 150,
8/2/2024 17:45:39,Yurtdışı TR hub,Tam zamanlı,Remote,5,Mid,"JavaScript, TypeScript",React Native,81 - 90,
8/2/2024 17:46:24,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, TypeScript, C#, SQL",Fullstack,31 - 40,
8/2/2024 17:48:15,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, TypeScript, C#, SQL",Fullstack,91 - 100,
8/2/2024 17:48:29,Avrupa,Tam zamanlı,Remote,10,Senior,"HTML/CSS, JavaScript, TypeScript, C#, Scala",Fullstack,300 +,
8/2/2024 17:48:30,Türkiye,Tam zamanlı,Hybrid,5,Senior,"JavaScript, TypeScript",React Native,91 - 100,
8/2/2024 17:49:05,Avrupa,Tam zamanlı,Remote,6,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 17:50:24,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,81 - 90,
8/2/2024 17:50:28,Avrupa,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",Fullstack,111 - 120,
8/2/2024 17:50:33,Türkiye,Tam zamanlı,Hybrid,2,Mid,"Python, SQL",Data Scientist,51 - 60,
8/2/2024 17:51:04,Yurtdışı TR hub,Tam zamanlı,Remote,10,Senior,Hiçbiri,Product Designer,81 - 90,
8/2/2024 17:51:20,Avrupa,Tam zamanlı,Hybrid,7,Senior,"Python, C, Matlab",Embedded Systems Engineer,171 - 180,
8/2/2024 17:51:58,Türkiye,Tam zamanlı,Remote,6,Senior,"JavaScript, TypeScript, C#",Fullstack,141 - 150,
8/2/2024 17:53:59,Türkiye,Tam zamanlı,Remote,7,Senior,"C#, SQL",Backend,51 - 60,
8/2/2024 17:54:19,Türkiye,Tam zamanlı,Hybrid,11 - 15,Architect,"C#, SQL",Data Engineer,101 - 110,
8/2/2024 17:54:25,Türkiye,Tam zamanlı,Remote,5,Senior,Kotlin,Android,91 - 100,
8/2/2024 17:54:37,Türkiye,Tam zamanlı,Remote,11 - 15,Architect,"TypeScript, C#, Python",Fullstack,131 - 140,
8/2/2024 17:55:59,Türkiye,Tam zamanlı,Remote,3,Mid,Kotlin,Android,61 - 70,
8/2/2024 17:56:03,Türkiye,Tam zamanlı,Hybrid,5,Senior,PHP,Backend,91 - 100,
8/2/2024 17:56:36,Yurtdışı TR hub,Tam zamanlı,Remote,16 - 20,Senior,"JavaScript, C#",Fullstack,191 - 200,
8/2/2024 17:57:49,Yurtdışı TR hub,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,31 - 40,
8/2/2024 18:00:51,Türkiye,Tam zamanlı,Hybrid,3,Mid,C#,Fullstack,41 - 50,
8/2/2024 18:01:30,Türkiye,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, TypeScript, Go",Frontend,91 - 100,
8/2/2024 18:02:05,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, JavaScript, Java, PHP, C#, Hiçbiri",Cyber Security Engineer,91 - 100,
8/2/2024 18:02:35,Türkiye,Tam zamanlı,Remote,3,Junior,"HTML/CSS, JavaScript",Frontend,41 - 50,
8/2/2024 18:03:09,Yurtdışı TR hub,Tam zamanlı,,2,Mid,Python,Backend,61 - 70,
8/2/2024 18:03:34,Türkiye,Tam zamanlı,Hybrid,9,Senior,"JavaScript, Java, SQL, Cobol",Fullstack,131 - 140,
8/2/2024 18:05:15,Türkiye,Tam zamanlı,Remote,7,Architect,"HTML/CSS, JavaScript, TypeScript, C#, SQL, Bash",Fullstack,191 - 200,
8/2/2024 18:05:32,Türkiye,Tam zamanlı,Remote,6,Senior,C#,Backend,101 - 110,
8/2/2024 18:05:41,Türkiye,Tam zamanlı,Office,7,Team Lead,"HTML/CSS, JavaScript",Frontend,71 - 80,
8/2/2024 18:06:38,Türkiye,Tam zamanlı,Remote,11 - 15,Engineering Manager,Java,Test Automation Engineer,121 - 130,
8/2/2024 18:07:03,Türkiye,Tam zamanlı,Remote,2,Mid,Python,IT Specialist,61 - 70,
8/2/2024 18:08:12,Türkiye,Tam zamanlı,Remote,3,Mid,"JavaScript, C#",Fullstack,51 - 60,
8/2/2024 18:08:31,Türkiye,Tam zamanlı,Hybrid,3,Mid,"Java, C#, SQL",Backend,61 - 70,
8/2/2024 18:08:32,Türkiye,Tam zamanlı,Office,2,Junior,"HTML/CSS, JavaScript, PHP",Fullstack,21 - 30,
8/2/2024 18:08:38,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, C#, SQL",Fullstack,81 - 90,
8/2/2024 18:08:47,Türkiye,Tam zamanlı,Remote,8,Senior,C#,Backend,81 - 90,
8/2/2024 18:09:10,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,Java,Product Owner,121 - 130,
8/2/2024 18:09:32,Türkiye,Tam zamanlı,Remote,9,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,81 - 90,
8/2/2024 18:09:58,Türkiye,Tam zamanlı,Hybrid,2,Junior,"JavaScript, TypeScript",Backend,31 - 40,
8/2/2024 18:11:18,Türkiye,Tam zamanlı,Hybrid,6,Senior,Hiçbiri,Product Owner,41 - 50,
8/2/2024 18:11:47,Türkiye,Tam zamanlı,Hybrid,5,Senior,"HTML/CSS, JavaScript, TypeScript",Fullstack,91 - 100,
8/2/2024 18:12:07,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, TypeScript, Go, PHP, C#, SQL, Visual Basic",Fullstack,101 - 110,
8/2/2024 18:12:17,Türkiye,Tam zamanlı,Hybrid,20 - 30,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL, Visual Basic",Backend,71 - 80,
8/2/2024 18:13:38,Türkiye,Tam zamanlı,Office,10,Senior,SQL,Business Analyst,51 - 60,
8/2/2024 18:14:04,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 18:16:00,Türkiye,Tam zamanlı,Remote,10,Architect,Hiçbiri,Danışmanlık,121 - 130,
8/2/2024 18:17:26,Türkiye,Tam zamanlı,Office,10,Team Lead,"TypeScript, C#",Fullstack,131 - 140,
8/2/2024 18:18:36,Türkiye,Tam zamanlı,Office,1,Mid,"JavaScript, C#, SQL",Backend,21 - 30,
8/2/2024 18:19:14,Yurtdışı TR hub,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",Fullstack,61 - 70,
8/2/2024 18:19:27,Türkiye,Tam zamanlı,Remote,3,Mid,C#,Backend,51 - 60,
8/2/2024 18:19:43,Türkiye,Tam zamanlı,Office,10,Engineering Manager,"HTML/CSS, JavaScript, TypeScript, Python",Frontend,71 - 80,
8/2/2024 18:20:33,Türkiye,Tam zamanlı,Remote,10,Team Lead,"JavaScript, TypeScript, C#",Backend,111 - 120,
8/2/2024 18:20:37,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, Python",Fullstack,41 - 50,
8/2/2024 18:21:15,Türkiye,Tam zamanlı,Remote,6,Senior,"Kotlin, Swift, Dart",iOS,101 - 110,
8/2/2024 18:22:09,Türkiye,Tam zamanlı,Hybrid,2,Senior,SQL,Business Analyst,41 - 50,
8/2/2024 18:22:16,Türkiye,Tam zamanlı,Hybrid,2,Junior,"JavaScript, Hiçbiri",Manuel Tester,41 - 50,
8/2/2024 18:22:25,Türkiye,Tam zamanlı,Remote,0,Junior,C#,Backend,41 - 50,
8/2/2024 18:23:00,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,91 - 100,
8/2/2024 18:24:23,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,41 - 50,
8/2/2024 18:25:06,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,41 - 50,
8/2/2024 18:25:34,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript, PHP",Fullstack,31 - 40,
8/2/2024 18:26:56,Türkiye,Tam zamanlı,Hybrid,4,Mid,"Java, C#, Kotlin",Android,71 - 80,
8/2/2024 18:27:17,Türkiye,Tam zamanlı,Remote,4,Mid,"PHP, Python, Bash",DevOps,71 - 80,
8/2/2024 18:27:45,Türkiye,Tam zamanlı,Remote,4,Senior,"Java, C#",Test Automation Engineer,71 - 80,
8/2/2024 18:27:56,Türkiye,Tam zamanlı,Hybrid,10,Senior,C#,Backend,131 - 140,
8/2/2024 18:28:05,Türkiye,Tam zamanlı,Remote,9,Architect,"HTML/CSS, JavaScript, Java, Go, C#, Python, SQL",Project Manager,111 - 120,
8/2/2024 18:28:41,Türkiye,Tam zamanlı,Hybrid,2,Junior,"JavaScript, Java",Fullstack,61 - 70,
8/2/2024 18:28:45,Türkiye,Tam zamanlı,Remote,4,Mid,"Java, Kotlin",Android,51 - 60,
8/2/2024 18:28:53,Türkiye,Tam zamanlı,Office,3,Mid,Hiçbiri,Frontend,21 - 30,
8/2/2024 18:29:09,Türkiye,Tam zamanlı,Hybrid,4,Senior,"HTML/CSS, JavaScript, TypeScript, PHP, C#, SQL",Backend,61 - 70,
8/2/2024 18:29:25,Yurtdışı TR hub,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,121 - 130,
8/2/2024 18:30:02,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, Python",Cyber Security Engineer,51 - 60,
8/2/2024 18:32:00,Türkiye,Tam zamanlı,Hybrid,5,Mid,C#,Backend,71 - 80,
8/2/2024 18:32:02,Türkiye,Tam zamanlı,Hybrid,3,Mid,"Java, C#, Swift",Fullstack,51 - 60,
8/2/2024 18:32:13,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,21 - 30,
8/2/2024 18:32:25,Türkiye,Tam zamanlı,Hybrid,7,Senior,"HTML/CSS, JavaScript, TypeScript, C#, Dart, SQL",Fullstack,71 - 80,
8/2/2024 18:32:33,Türkiye,Tam zamanlı,Remote,5,Senior,C#,Backend,91 - 100,
8/2/2024 18:32:42,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 18:33:51,Türkiye,Tam zamanlı,Office,2,Mid,HTML/CSS,Eğitim,41 - 50,
8/2/2024 18:34:10,Türkiye,Tam zamanlı,Office,5,Senior,"HTML/CSS, JavaScript, C#, SQL",Fullstack,61 - 70,
8/2/2024 18:34:23,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, TypeScript, C#, Dart",Fullstack,61 - 70,
8/2/2024 18:34:30,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"HTML/CSS, JavaScript, C#",Fullstack,81 - 90,
8/2/2024 18:35:15,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript, TypeScript, Java, C#, Python, SQL",Manuel Tester,31 - 40,
8/2/2024 18:35:33,Türkiye,Tam zamanlı,Remote,7,Senior,Swift,iOS,101 - 110,
8/2/2024 18:35:55,Yurtdışı TR hub,Tam zamanlı,Remote,4,Senior,"Python, SQL",Data Engineer,121 - 130,
8/2/2024 18:36:13,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"HTML/CSS, JavaScript, Java, C#, Kotlin, SQL",Fullstack,121 - 130,
8/2/2024 18:36:17,Türkiye,Tam zamanlı,Hybrid,2,Mid,"HTML/CSS, JavaScript, Java, SQL",Fullstack,41 - 50,
8/2/2024 18:36:35,Türkiye,Tam zamanlı,Remote,5,Team Lead,"JavaScript, C#, SQL",Backend,121 - 130,
8/2/2024 18:36:58,Türkiye,Tam zamanlı,Remote,6,Senior,SQL,Data Scientist,71 - 80,
8/2/2024 18:38:58,Türkiye,Tam zamanlı,Hybrid,4,Senior,"Java, SQL",SAP Developer,61 - 70,
8/2/2024 18:39:56,Avrupa,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,81 - 90,
8/2/2024 18:39:58,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript",Frontend,91 - 100,
8/2/2024 18:41:31,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, JavaScript, C#",Fullstack,21 - 30,
8/2/2024 18:41:32,Türkiye,Tam zamanlı,Remote,2,Junior,"JavaScript, TypeScript, C#",Backend,31 - 40,
8/2/2024 18:42:36,Avrupa,Freelance,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, Go",Fullstack,91 - 100,
8/2/2024 18:43:13,Türkiye,Tam zamanlı,Office,3,Junior,Hiçbiri,IT Specialist,31 - 40,
8/2/2024 18:43:51,Türkiye,Tam zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript",Frontend,31 - 40,
8/2/2024 18:45:21,Amerika,Tam zamanlı,Remote,2,Mid,Kotlin,Android,31 - 40,
8/2/2024 18:46:35,Türkiye,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, TypeScript",Fullstack,81 - 90,
8/2/2024 18:46:53,Türkiye,Tam zamanlı,Remote,3,Mid,"JavaScript, TypeScript, Java, PHP, Python, Ruby, SQL, Bash",Cyber Security Engineer,61 - 70,
8/2/2024 18:47:08,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"JavaScript, C#",Backend,121 - 130,
8/2/2024 18:49:22,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript, Dart",React Native,51 - 60,
8/2/2024 18:50:12,Türkiye,Tam zamanlı,Office,0,Junior,"HTML/CSS, JavaScript, TypeScript, Java",Fullstack,21 - 30,
8/2/2024 18:50:14,Avrupa,Tam zamanlı,Remote,4,Senior,C#,Game Developer,161 - 170,
8/2/2024 18:51:57,Yurtdışı TR hub,Yarı zamanlı,Remote,0,Junior,Dart,Flutter,11 - 20,
8/2/2024 18:53:06,Türkiye,Tam zamanlı,Hybrid,16 - 20,Team Lead,"HTML/CSS, JavaScript, C#",Backend,81 - 90,
8/2/2024 18:53:08,Türkiye,Tam zamanlı,Hybrid,7,Engineering Manager,"JavaScript, SQL",UI/UX Designer,101 - 110,
8/2/2024 18:53:16,Yurtdışı TR hub,Tam zamanlı,Remote,6,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,101 - 110,
8/2/2024 18:57:23,Türkiye,Tam zamanlı,Remote,3,Junior,"HTML/CSS, JavaScript",Frontend,61 - 70,
8/2/2024 18:57:36,Türkiye,Tam zamanlı,Office,16 - 20,Senior,"HTML/CSS, JavaScript, TypeScript, PHP, SQL, Bash",Fullstack,21 - 30,
8/2/2024 18:58:37,Amerika,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, PHP",Frontend,41 - 50,
8/2/2024 18:59:29,Türkiye,Tam zamanlı,Remote,3,Mid,Java,Backend,111 - 120,
8/2/2024 19:00:20,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,31 - 40,
8/2/2024 19:00:36,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"Swift, Objective C",iOS,151 - 160,
8/2/2024 19:02:04,Türkiye,Tam zamanlı,Remote,7,Senior,C#,Fullstack,91 - 100,
8/2/2024 19:02:25,Türkiye,Tam zamanlı,Remote,20 - 30,Team Lead,"TypeScript, Java, C#, Python",Backend,151 - 160,
8/2/2024 19:04:06,Türkiye,Tam zamanlı,Remote,6,Mid,"HTML/CSS, JavaScript, C#, SQL",Backend,61 - 70,
8/2/2024 19:04:45,Türkiye,Tam zamanlı,Hybrid,5,Senior,C,Embedded Systems Engineer,81 - 90,
8/2/2024 19:07:27,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,41 - 50,
8/2/2024 19:07:51,Türkiye,Tam zamanlı,Remote,8,Senior,C#,Backend,101 - 110,
8/2/2024 19:08:46,Türkiye,Tam zamanlı,Office,5,Mid,PHP,Backend,51 - 60,
8/2/2024 19:09:02,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 19:09:47,Türkiye,Tam zamanlı,Hybrid,2,Mid,Hiçbiri,UI/UX Designer,21 - 30,
8/2/2024 19:10:14,Türkiye,Tam zamanlı,Hybrid,10,Architect,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Backend,211 - 220,
8/2/2024 19:10:21,Türkiye,Tam zamanlı,Office,7,Team Lead,"HTML/CSS, TypeScript, C#",Fullstack,101 - 110,
8/2/2024 19:10:39,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,61 - 70,
8/2/2024 19:13:48,Türkiye,Tam zamanlı,Office,16 - 20,Senior,"C#, SQL",Fullstack,61 - 70,
8/2/2024 19:14:02,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript, PHP",Frontend,51 - 60,
8/2/2024 19:15:40,Türkiye,Kendi işim,Hybrid,11 - 15,Architect,"C#, SQL",IT Specialist,141 - 150,
8/2/2024 19:16:21,Türkiye,Tam zamanlı,Office,7,Senior,"HTML/CSS, JavaScript, C#, SQL",Fullstack,41 - 50,
8/2/2024 19:17:20,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, C#, SQL",Backend,111 - 120,
8/2/2024 19:17:55,Türkiye,Tam zamanlı,Office,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,81 - 90,
8/2/2024 19:20:04,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,41 - 50,
8/2/2024 19:21:05,Türkiye,Tam zamanlı,Remote,10,Senior,PHP,Fullstack,261 - 270,
8/2/2024 19:21:35,Türkiye,Tam zamanlı,Remote,6,Senior,"HTML/CSS, JavaScript",Frontend,101 - 110,
8/2/2024 19:22:44,Türkiye,Tam zamanlı,Remote,10,Senior,PHP,Fullstack,281 - 290,
8/2/2024 19:23:06,Türkiye,Tam zamanlı,Remote,10,Senior,PHP,Fullstack,261 - 270,
8/2/2024 19:23:12,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Test Automation Engineer,31 - 40,
8/2/2024 19:23:27,Türkiye,Tam zamanlı,Remote,10,Senior,PHP,Backend,281 - 290,
8/2/2024 19:23:27,Türkiye,Tam zamanlı,Hybrid,10,Senior,"HTML/CSS, JavaScript, C#, SQL",Backend,61 - 70,
8/2/2024 19:25:06,Türkiye,Tam zamanlı,Office,6,Team Lead,C++,Embedded Systems Engineer,141 - 150,
8/2/2024 19:26:10,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript",IT Specialist,51 - 60,
8/2/2024 19:26:13,Yurtdışı TR hub,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,91 - 100,
8/2/2024 19:27:52,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, Java",Fullstack,41 - 50,
8/2/2024 19:28:08,Türkiye,Tam zamanlı,Hybrid,4,Mid,"Java, Kotlin",Android,61 - 70,
8/2/2024 19:28:30,Türkiye,Tam zamanlı,Hybrid,6,Senior,C,Embedded Systems Engineer,71 - 80,
8/2/2024 19:28:34,Türkiye,Tam zamanlı,Hybrid,9,Architect,"HTML/CSS, JavaScript, TypeScript",Frontend,171 - 180,
8/2/2024 19:30:01,Türkiye,Tam zamanlı,Office,16 - 20,Architect,"JavaScript, Java, Go, PHP, C#, Kotlin, Python, Ruby, SQL, ABAP, Visual Basic",Project Manager,121 - 130,
8/2/2024 19:30:51,Türkiye,Tam zamanlı,Remote,7,Senior,Swift,iOS,111 - 120,
8/2/2024 19:32:47,Türkiye,Tam zamanlı,Remote,10,Senior,"Python, SQL",Data Engineer,131 - 140,
8/2/2024 19:32:57,Türkiye,Tam zamanlı,Hybrid,1,Junior,"Java, SQL",Backend,91 - 100,
8/2/2024 19:33:24,Türkiye,Tam zamanlı,Remote,9,Team Lead,"JavaScript, TypeScript, Java",Fullstack,151 - 160,
8/2/2024 19:33:49,Türkiye,Tam zamanlı,Office,2,Junior,"JavaScript, Go",Backend,51 - 60,
8/2/2024 19:34:34,Türkiye,Tam zamanlı,Office,1,Junior,Dart,Flutter,41 - 50,
8/2/2024 19:35:18,Türkiye,Tam zamanlı,Office,11 - 15,C-Level Manager,"HTML/CSS, JavaScript, C#",Fullstack,101 - 110,
8/2/2024 19:35:33,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,61 - 70,
8/2/2024 19:38:03,Türkiye,Tam zamanlı,Office,6,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,71 - 80,
8/2/2024 19:38:17,Türkiye,Tam zamanlı,Hybrid,10,Senior,"HTML/CSS, JavaScript, C#, SQL",Backend,81 - 90,
8/2/2024 19:38:46,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 19:39:40,Türkiye,Tam zamanlı,Remote,10,Team Lead,"HTML/CSS, JavaScript, TypeScript, C#, Rust, SQL",Fullstack,71 - 80,
8/2/2024 19:40:37,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,41 - 50,
8/2/2024 19:44:10,Türkiye,Tam zamanlı,Remote,7,Senior,Java,Backend,91 - 100,
8/2/2024 19:44:24,Türkiye,Tam zamanlı,Hybrid,16 - 20,Engineering Manager,"HTML/CSS, JavaScript, TypeScript, Go, PHP, C#, Dart, SQL, Visual Basic",Fullstack,101 - 110,
8/2/2024 19:44:26,Türkiye,Tam zamanlı,Remote,16 - 20,Engineering Manager,"HTML/CSS, JavaScript, TypeScript, C#, Ruby, SQL",React Native,141 - 150,
8/2/2024 19:44:49,Türkiye,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, Java, PHP, C#, Python, C, C++, SQL, Visual Basic",Cyber Security Engineer,41 - 50,
8/2/2024 19:45:02,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,41 - 50,
8/2/2024 19:45:17,Türkiye,Tam zamanlı,Hybrid,6,Senior,"JavaScript, TypeScript, SQL",Backend,121 - 130,
8/2/2024 19:46:31,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, SQL",Fullstack,61 - 70,
8/2/2024 19:46:59,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, C#",Backend,31 - 40,
8/2/2024 19:50:50,Türkiye,Tam zamanlı,Hybrid,1,Junior,"JavaScript, TypeScript, Dart",Fullstack,21 - 30,
8/2/2024 19:52:34,Amerika,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,91 - 100,
8/2/2024 19:52:56,Türkiye,Tam zamanlı,Remote,1,Junior,SQL,Manuel Tester,21 - 30,
8/2/2024 19:53:02,Türkiye,Tam zamanlı,Office,0,Junior,"HTML/CSS, JavaScript, PHP",Fullstack,31 - 40,
8/2/2024 19:53:48,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,"HTML/CSS, JavaScript, C#, SQL",Fullstack,71 - 80,
8/2/2024 19:56:19,Türkiye,Tam zamanlı,Hybrid,9,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,61 - 70,
8/2/2024 19:59:31,Türkiye,Tam zamanlı,Office,3,Mid,C#,Fullstack,41 - 50,
8/2/2024 19:59:40,Türkiye,Tam zamanlı,Remote,10,Senior,"JavaScript, C#, SQL",Backend,111 - 120,
8/2/2024 20:00:40,Türkiye,Tam zamanlı,Remote,3,Mid,JavaScript,Frontend,61 - 70,
8/2/2024 20:00:49,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 20:03:00,Türkiye,Tam zamanlı,Remote,8,Staff Engineer,Go,Backend,111 - 120,
8/2/2024 20:03:40,Türkiye,Tam zamanlı,Office,20 - 30,Staff Engineer,"Go, PHP, Python, Rust, C++",Backend,191 - 200,
8/2/2024 20:05:14,Yurtdışı TR hub,Tam zamanlı,Remote,8,Team Lead,JavaScript,Backend,131 - 140,
8/2/2024 20:06:14,Türkiye,Tam zamanlı,Remote,8,Team Lead,"JavaScript, TypeScript",Fullstack,81 - 90,
8/2/2024 20:06:23,Türkiye,Tam zamanlı,Remote,10,Senior,C#,Backend,61 - 70,
8/2/2024 20:06:24,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,41 - 50,
8/2/2024 20:06:30,Türkiye,Tam zamanlı,Remote,16 - 20,Architect,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Product Owner,131 - 140,
8/2/2024 20:06:32,Türkiye,Tam zamanlı,Hybrid,8,Senior,Java,Backend,111 - 120,
